// parameters
// n \t m \t outValue \t M \t alpha \t T \t epsilon \t beta \t txsize \t iosize \t cout \t coutValue
7	1	12542000	1048576	8.29435483870968	4529	4529	34	1488	364	1	449963

// vin
// id \t size \t value \t confirm \t vout \t choosen \t txid
1	148	3802043	441	1	1	5feb3dc2759e2f89c0827e7b4a7c5bc8d11779023bc93809101fcc4ea5d7ebed
2	148	9202262	606	1	1	a7d93989e0e3b2930625523a9edb0aa5a26bab263e921406dbf87ab4d2564629
3	148	449963	0	0	0	6fd8fd31a6ae2181ecd722b1f0f41704aaa4af18b8ac503375a1ae95005079cc
4	148	285272	1702	0	0	dccafc4a8c7c59df9405d1f70ef4567901bd21139bc5527ada5358fb800d16e4
5	148	49661	1887	0	0	20d0269fcc738b8fa40c19f96a92e09e3f5ba838e549c63cf96253d262e02ca9
6	148	14312	9336	0	0	59969b1cb359bc0be5ded51ece347630ee92a4584c54d4b2c8f6237c7880a43c
7	148	2484	10282	0	0	6ec9dece12e9ad0d954f3a18241ee7d4bb8f7a3f88e9f2b51c93fe068c687594

// vout
// id \t size \t value
1	34	12542000
